"Gene","differential expression tissue","differential expression P-value","used in regulatory network reconstruction?","estimated regulatory direction","social connectivity","phylostrata category","SwissProt ID","constraint"
"LOC105828248",NA,NA,0.000101653644879474,NA,NA,"worker larva","no","307658:004fd9"
"LOC105828249",NA,NA,0.034510652180861,NA,NA,"worker larva","no","307658:004e6f"
"LOC105828250",NA,NA,0.01151247906905,NA,NA,"worker larva","no","307658:004858"
"LOC105828251",NA,NA,0.000290185033893111,NA,NA,"worker larva","no","307658:004859"
"LOC105828252","larva → nurse abdomen","CG",1.45699644217202e-42,"larv",0.276150925309106,"worker larva","yes","307658:004b12"
"LOC105828252","larva → nurse head","CH",1.45699644217202e-42,"larv",0.318680714518841,"worker larva","yes","307658:004b12"
"LOC105828254",NA,NA,2.55945677537595e-07,NA,NA,"worker larva","no","307658:004c39"
"LOC105828258","nurse head → larva","CH",0.0105602232453627,"nurse",0.0956356621637847,"nurse head","yes",NA
"LOC105828258",NA,NA,1.0965718188403e-07,NA,NA,"worker larva","no",NA
"LOC105828260",NA,NA,4.00660751542709e-11,NA,NA,"worker larva","no","307658:004a0b"
"LOC105828262",NA,NA,5.42803065998025e-05,NA,NA,"worker larva","no","307658:003c69"
"LOC105828263","nurse abdomen → larva","CG",0.0412873443274068,"nurse",0.0846174202700616,"nurse abdomen","yes","307658:004987"
"LOC105828263",NA,NA,1.88698873297344e-07,NA,NA,"worker larva","no","307658:004987"
"LOC105828264","nurse head → larva","CH",0.00607687361690801,"nurse",0.118436113749871,"nurse head","yes","307658:004ff6"
"LOC105828267",NA,NA,7.97231325323821e-07,NA,NA,"worker larva","no","307658:00284b"
"LOC105828268",NA,NA,3.88818551097087e-19,NA,NA,"worker larva","no","307658:005045"
"LOC105828268",NA,NA,0.0299329705754725,NA,NA,"nurse head","no","307658:005045"
"LOC105828268","nurse abdomen → larva","CG",0.00678250699138947,"nurse",0.0807889324959671,"nurse abdomen","yes","307658:005045"
"LOC105828269",NA,NA,4.04148500631174e-18,NA,NA,"worker larva","no","307658:005046"
"LOC105828269","nurse abdomen → larva","CG",0.00563600351115659,"nurse",0.125760669592796,"nurse abdomen","yes","307658:005046"
"LOC105828273",NA,NA,2.91300463350542e-10,NA,NA,"worker larva","no",NA
"LOC105828275",NA,NA,0.000250914081849529,NA,NA,"worker larva","no","307658:004aa1"
"LOC105828276",NA,NA,1.67859233351914e-05,NA,NA,"worker larva","no","307658:004e9d"
"LOC105828278",NA,NA,3.2546922309703e-07,NA,NA,"worker larva","no","307658:002d2c"
"LOC105828281",NA,NA,4.34380979794652e-16,NA,NA,"worker larva","no","307658:00040d"
"LOC105828283",NA,NA,1.56734492390864e-05,NA,NA,"worker larva","no","307658:004d4c"
"LOC105828284","nurse abdomen → larva","CG",0.0155460828546616,"nurse",0.149973638635956,"nurse abdomen","yes","307658:004494"
"LOC105828284",NA,NA,9.58713693615876e-17,NA,NA,"worker larva","no","307658:004494"
"LOC105828286",NA,NA,0.00196112999585729,NA,NA,"worker larva","no","307658:004132"
"LOC105828288",NA,NA,5.87753065458533e-07,NA,NA,"worker larva","no",NA
"LOC105828291",NA,NA,0.0277105427086357,NA,NA,"worker larva","no","307658:0019f0"
"LOC105828292",NA,NA,5.52544183819477e-06,NA,NA,"worker larva","no","307658:003e91"
"LOC105828294",NA,NA,2.31007421687161e-10,NA,NA,"worker larva","no","307658:004740"
"LOC105828294","nurse abdomen → larva","CG",0.0120642125547387,"nurse",0.0803149293836341,"nurse abdomen","yes","307658:004740"
"LOC105828295",NA,NA,3.49737628001891e-06,NA,NA,"worker larva","no",NA
"LOC105828296",NA,NA,8.4773393067327e-16,NA,NA,"worker larva","no",NA
"LOC105828301","nurse head → larva","CH",0.000520957906461995,"nurse",0.0992270250298492,"nurse head","yes","307658:004a64"
"LOC105828302",NA,NA,1.41909527844705e-05,NA,NA,"worker larva","no","307658:0047b2"
"LOC105828305",NA,NA,4.99592241725634e-06,NA,NA,"worker larva","no","307658:003608"
"LOC105828306",NA,NA,1.19164628781113e-13,NA,NA,"worker larva","no","307658:004938"
"LOC105828307",NA,NA,0.000176594181741124,NA,NA,"worker larva","no","307658:003e6a"
"LOC105828308",NA,NA,3.10852720433982e-15,NA,NA,"worker larva","no","307658:000791"
"LOC105828308","nurse head → larva","CH",0.00540925966713219,"nurse",0.154214315296651,"nurse head","yes","307658:000791"
"LOC105828309",NA,NA,0.0228824351040651,NA,NA,"worker larva","no","307658:000628"
"LOC105828311",NA,NA,0.0311898457781055,NA,NA,"worker larva","no","307658:00229f"
"LOC105828311",NA,NA,0.0371267731798194,NA,NA,"nurse head","no","307658:00229f"
"LOC105828312",NA,NA,0.00649033507642525,NA,NA,"worker larva","no","307658:00274f"
"LOC105828313",NA,NA,0.000927790825608431,NA,NA,"worker larva","no",NA
"LOC105828314",NA,NA,0.000187410369512572,NA,NA,"worker larva","no","307658:003548"
"LOC105828315",NA,NA,2.35221661177976e-06,NA,NA,"worker larva","no","307658:0041e6"
"LOC105828316",NA,NA,1.52584995593947e-08,NA,NA,"worker larva","no","307658:004600"
"LOC105828317",NA,NA,0.0207124928220585,NA,NA,"worker larva","no","307658:004978"
"LOC105828320","larva → nurse head","CH",5.94607214691498e-109,"larv",0.163582525678895,"worker larva","yes","307658:0049db"
"LOC105828320","larva → nurse abdomen","CG",5.94607214691498e-109,"larv",0.172704522779052,"worker larva","yes","307658:0049db"
"LOC105828321",NA,NA,0.0111974047075976,NA,NA,"worker larva","no","307658:002408"
"LOC105828325","nurse abdomen → larva","CG",0.00415324645649575,"nurse",0.159383094519104,"nurse abdomen","yes","307658:00219d"
"LOC105828325",NA,NA,1.22380770355371e-07,NA,NA,"worker larva","no","307658:00219d"
"LOC105828326",NA,NA,1.49807803284323e-05,NA,NA,"worker larva","no","307658:00329c"
"LOC105828327",NA,NA,0.00099981874773188,NA,NA,"worker larva","no","307658:00329d"
"LOC105828329",NA,NA,2.70013628978448e-05,NA,NA,"worker larva","no","307658:004a66"
"LOC105828329",NA,NA,0.0288752297878364,NA,NA,"nurse head","no","307658:004a66"
"LOC105828330",NA,NA,0.00482143205311622,NA,NA,"worker larva","no","307658:00329f"
"LOC105828331",NA,NA,0.00028191963818647,NA,NA,"worker larva","no","307658:003593"
"LOC105828331","nurse head → larva","CH",0.00473486125052119,"nurse",0.108256201383946,"nurse head","yes","307658:003593"
"LOC105828332",NA,NA,2.38727717031383e-12,NA,NA,"worker larva","no","307658:003594"
"LOC105828332",NA,NA,1.51989402984176e-06,NA,NA,"nurse head","no","307658:003594"
"LOC105828332","nurse abdomen → larva","CG",0.0157420407162662,"nurse",0.23484737773987,"nurse abdomen","yes","307658:003594"
"LOC105828333","nurse abdomen → larva","CG",0.0149231157515351,"nurse",0.0782903737997284,"nurse abdomen","yes","307658:003595"
"LOC105828333",NA,NA,3.00424672173923e-08,NA,NA,"worker larva","no","307658:003595"
"LOC105828334","nurse abdomen → larva","CG",0.036415254332153,"nurse",0.081666422743393,"nurse abdomen","yes","307658:003596"
"LOC105828334",NA,NA,0.0280224104730674,NA,NA,"worker larva","no","307658:003596"
"LOC105828337","larva → nurse head","CH",9.36800362647602e-25,"larv",0.292175839386666,"worker larva","yes","307658:00425c"
"LOC105828337","larva → nurse abdomen","CG",9.36800362647602e-25,"larv",0.244851145635821,"worker larva","yes","307658:00425c"
"LOC105828338","nurse abdomen → larva","CG",0.00431609409984853,"nurse",0.0819871872426718,"nurse abdomen","yes","307658:000c03"
"LOC105828338",NA,NA,1.07931341388455e-18,NA,NA,"worker larva","no","307658:000c03"
"LOC105828339","larva → nurse abdomen","CG",3.09323026783388e-20,"larv",0.17652308265172,"worker larva","yes","307658:00425d"
"LOC105828339","larva → nurse head","CH",3.09323026783388e-20,"larv",0.327275539866018,"worker larva","yes","307658:00425d"
"LOC105828340",NA,NA,2.61750470507523e-07,NA,NA,"worker larva","no","307658:0043c8"
"LOC105828343",NA,NA,1.91465568129911e-11,NA,NA,"worker larva","no","307658:004539"
"LOC105828344",NA,NA,3.85970918666598e-06,NA,NA,"worker larva","no","307658:0046c2"
"LOC105828345",NA,NA,0.0179848827324742,NA,NA,"worker larva","no","307658:0046c3"
"LOC105828347",NA,NA,1.85122731166019e-07,NA,NA,"worker larva","no","307658:003715"
"LOC105828349",NA,NA,4.08887597491487e-18,NA,NA,"worker larva","no","307658:003716"
"LOC105828349",NA,NA,0.0380456150946745,NA,NA,"nurse head","no","307658:003716"
"LOC105828350",NA,NA,8.14717454390963e-17,NA,NA,"worker larva","no","307658:0040a6"
"LOC105828352","nurse head → larva","CH",1.95748333964001e-05,"nurse",0.185629957455644,"nurse head","yes","307658:0040a8"
"LOC105828352",NA,NA,7.73087356157984e-12,NA,NA,"worker larva","no","307658:0040a8"
"LOC105828354",NA,NA,0.0210384085770951,NA,NA,"worker larva","no","307658:00352d"
"LOC105828354",NA,NA,0.0431340469401151,NA,NA,"nurse head","no","307658:00352d"
"LOC105828356",NA,NA,0.0458767822618777,NA,NA,"worker larva","no","307658:00352e"
"LOC105828356",NA,NA,0.0393507375652123,NA,NA,"nurse abdomen","no","307658:00352e"
"LOC105828357",NA,NA,0.000358709314628669,NA,NA,"worker larva","no","307658:00508e"
"LOC105828358",NA,NA,7.36366093006746e-07,NA,NA,"worker larva","no","307658:004ea8"
"LOC105828361","larva → nurse abdomen","CG",6.82986353429258e-24,"larv",0.1731193439219,"worker larva","yes","307658:004667"
"LOC105828361","larva → nurse head","CH",6.82986353429258e-24,"larv",0.174153806039968,"worker larva","yes","307658:004667"
"LOC105828362",NA,NA,5.93287308479633e-05,NA,NA,"worker larva","no","307658:00489c"
"LOC105828362","nurse abdomen → larva","CG",0.0398524294629154,"nurse",0.0841166266651574,"nurse abdomen","yes","307658:00489c"
"LOC105828363",NA,NA,2.13798973038968e-15,NA,NA,"worker larva","no","307658:0048f9"
"LOC105828365","nurse abdomen → larva","CG",0.0324339677695377,"nurse",0.0587210065887081,"nurse abdomen","yes","307658:00416e"
"LOC105828367",NA,NA,1.1648030092487e-17,NA,NA,"worker larva","no","307658:003423"
"LOC105828369",NA,NA,9.28646413583865e-07,NA,NA,"worker larva","no","307658:004b79"
"LOC105828370",NA,NA,2.95506799870443e-08,NA,NA,"worker larva","no","307658:004b7a"
"LOC105828372","nurse abdomen → larva","CG",0.000240598786541345,"nurse",0.17544729354892,"nurse abdomen","yes","307658:003a72"
"LOC105828372","nurse head → larva","CH",0.000630517928150986,"nurse",0.156798868477744,"nurse head","yes","307658:003a72"
"LOC105828372",NA,NA,1.55969204611653e-05,NA,NA,"worker larva","no","307658:003a72"
"LOC105828373","larva → nurse head","CH",5.3000509499829e-63,"larv",0.154331402644604,"worker larva","yes",NA
"LOC105828373","larva → nurse abdomen","CG",5.3000509499829e-63,"larv",0.181810271373064,"worker larva","yes",NA
"LOC105828373",NA,NA,0.0367190087989876,NA,NA,"nurse head","no",NA
"LOC105828375","nurse head → larva","CH",0.00669966133915137,"nurse",0.150406357974469,"nurse head","yes","307658:000542"
"LOC105828375","nurse abdomen → larva","CG",1.24772847968896e-05,"nurse",0.193559036696533,"nurse abdomen","yes","307658:000542"
"LOC105828375",NA,NA,0.00947773238215644,NA,NA,"worker larva","no","307658:000542"
"LOC105828377",NA,NA,0.000220788419937768,NA,NA,"worker larva","no","307658:00046b"
"LOC105828380",NA,NA,0.0381432850149682,NA,NA,"worker larva","no","307658:004c60"
"LOC105828381",NA,NA,0.0391736968288978,NA,NA,"nurse head","no","307658:004e87"
"LOC105828381",NA,NA,5.50341723672046e-07,NA,NA,"worker larva","no","307658:004e87"
"LOC105828382",NA,NA,1.84966974847606e-09,NA,NA,"worker larva","no","307658:002213"
"LOC105828384","larva → nurse head","CH",1.30225178427485e-20,"larv",0.236274694908779,"worker larva","yes","307658:003928"
"LOC105828384","larva → nurse abdomen","CG",1.30225178427485e-20,"larv",0.145679078572397,"worker larva","yes","307658:003928"
"LOC105828389",NA,NA,1.51878808689678e-10,NA,NA,"worker larva","no","307658:004428"
"LOC105828389","nurse head → larva","CH",0.000360599717341361,"nurse",0.206221612234861,"nurse head","yes","307658:004428"
"LOC105828394",NA,NA,0.0138524848854587,NA,NA,"worker larva","no",NA
"LOC105828395",NA,NA,1.0439669137581e-05,NA,NA,"worker larva","no",NA
"LOC105828395",NA,NA,0.0368533368832382,NA,NA,"nurse head","no",NA
"LOC105828396",NA,NA,5.36199267999861e-12,NA,NA,"worker larva","no","307658:003a73"
"LOC105828398",NA,NA,4.17898124148441e-06,NA,NA,"worker larva","no","307658:004aea"
"LOC105828399",NA,NA,1.7732613781605e-06,NA,NA,"worker larva","no","307658:002a7f"
"LOC105828402",NA,NA,3.41812429130859e-12,NA,NA,"worker larva","no","307658:00482d"
"LOC105828403",NA,NA,0.00132620549772906,NA,NA,"worker larva","no","307658:004124"
"LOC105828404",NA,NA,0.00330593672535971,NA,NA,"worker larva","no","307658:004125"
"LOC105828405","nurse abdomen → larva","CG",0.0051363696034943,"nurse",0.0603545443022775,"nurse abdomen","yes","307658:0049cb"
"LOC105828405",NA,NA,3.89560198326013e-13,NA,NA,"worker larva","no","307658:0049cb"
"LOC105828407",NA,NA,8.32207183505152e-05,NA,NA,"worker larva","no","307658:00456d"
"LOC105828409","nurse abdomen → larva","CG",0.0207885644481063,"nurse",0.0696946449819436,"nurse abdomen","yes","307658:00456f"
"LOC105828410","nurse head → larva","CH",0.0142759915085142,"nurse",0.155640650424483,"nurse head","yes","307658:004b59"
"LOC105828410",NA,NA,5.47241893213125e-18,NA,NA,"worker larva","no","307658:004b59"
"LOC105828411",NA,NA,0.00418551496273763,NA,NA,"worker larva","no","307658:0047d4"
"LOC105828412","nurse head → larva","CH",0.0183824203628712,"nurse",0.100216504461012,"nurse head","yes","307658:00229c"
"LOC105828412",NA,NA,2.41705105160215e-06,NA,NA,"worker larva","no","307658:00229c"
"LOC105828415",NA,NA,6.14512366146061e-05,NA,NA,"worker larva","no","307658:0022f9"
"LOC105828417",NA,NA,1.72138130927895e-05,NA,NA,"worker larva","no","307658:00484b"
"LOC105828417",NA,NA,0.0141978058171262,NA,NA,"nurse head","no","307658:00484b"
"LOC105828419",NA,NA,9.96656976772123e-12,NA,NA,"worker larva","no","307658:004203"
"LOC105828420",NA,NA,4.7633590461413e-06,NA,NA,"worker larva","no","307658:004844"
"LOC105828423",NA,NA,0.00719322921037382,NA,NA,"worker larva","no","307658:00226a"
"LOC105828427","larva → nurse abdomen","CG",7.43704936923107e-28,"larv",0.21663315559529,"worker larva","yes","307658:0049c1"
"LOC105828427","larva → nurse head","CH",7.43704936923107e-28,"larv",0.146836047179801,"worker larva","yes","307658:0049c1"
"LOC105828428",NA,NA,5.2363751792706e-05,NA,NA,"worker larva","no","307658:0049c2"
"LOC105828429",NA,NA,8.58452997811703e-13,NA,NA,"worker larva","no",NA
"LOC105828429","nurse head → larva","CH",0.0109815046765142,"nurse",0.161829866480599,"nurse head","yes",NA
"LOC105828430","nurse abdomen → larva","CG",0.0187921468068761,"nurse",0.0840031763260422,"nurse abdomen","yes","307658:004bce"
"LOC105828430",NA,NA,0.0178147619447324,NA,NA,"worker larva","no","307658:004bce"
"LOC105828432",NA,NA,0.00224395612408886,NA,NA,"worker larva","no","307658:004d2a"
"LOC105828433",NA,NA,0.00136507757437213,NA,NA,"worker larva","no","307658:0047d6"
"LOC105828435",NA,NA,1.48636149778775e-07,NA,NA,"worker larva","no","307658:0026c6"
"LOC105828436","larva → nurse head","CH",7.96270805547086e-54,"larv",0.190306589757792,"worker larva","yes",NA
"LOC105828436","larva → nurse abdomen","CG",7.96270805547086e-54,"larv",0.261135360326485,"worker larva","yes",NA
"LOC105828442",NA,NA,0.00466339157813579,NA,NA,"nurse head","no","307658:0006aa"
"LOC105828442",NA,NA,1.8272102757226e-12,NA,NA,"worker larva","no","307658:0006aa"
"LOC105828443",NA,NA,0.0180813586523251,NA,NA,"worker larva","no","307658:004b60"
"LOC105828443",NA,NA,0.0328611161939436,NA,NA,"nurse head","no","307658:004b60"
"LOC105828444",NA,NA,6.55900203689726e-06,NA,NA,"worker larva","no","307658:003be9"
"LOC105828447","larva → nurse abdomen","CG",2.18952141296059e-21,"larv",0.193832511441371,"worker larva","yes","307658:004341"
"LOC105828447","larva → nurse head","CH",2.18952141296059e-21,"larv",0.304481614141437,"worker larva","yes","307658:004341"
"LOC105828447",NA,NA,0.0203285043345794,NA,NA,"nurse head","no","307658:004341"
"LOC105828448",NA,NA,0.0228483998494134,NA,NA,"nurse abdomen","no","307658:000314"
"LOC105828448","larva → nurse head","CH",5.86645730088642e-66,"larv",0.156255314429444,"worker larva","yes","307658:000314"
"LOC105828448","larva → nurse abdomen","CG",5.86645730088642e-66,"larv",0.146338703456521,"worker larva","yes","307658:000314"
"LOC105828451",NA,NA,1.34832800939594e-05,NA,NA,"worker larva","no","307658:00413d"
"LOC105828452",NA,NA,4.57008906356993e-07,NA,NA,"worker larva","no","307658:004de0"
"LOC105828453","larva → nurse abdomen","CG",2.10609590648016e-26,"larv",0.174763257580621,"worker larva","yes","307658:00491f"
"LOC105828453","nurse head → larva","CH",0.00796242222126744,"nurse",0.154841512901142,"nurse head","yes","307658:00491f"
"LOC105828453","larva → nurse head","CH",2.10609590648016e-26,"larv",0.233736363437227,"worker larva","yes","307658:00491f"
"LOC105828454","larva → nurse head","CH",3.59502291318172e-46,"larv",0.244561443031454,"worker larva","yes","307658:00495b"
"LOC105828454",NA,NA,0.0276096907323541,NA,NA,"nurse head","no","307658:00495b"
"LOC105828454","larva → nurse abdomen","CG",3.59502291318172e-46,"larv",0.180213214820994,"worker larva","yes","307658:00495b"
"LOC105828456",NA,NA,7.7572659134498e-09,NA,NA,"worker larva","no","307658:003bea"
"LOC105828458",NA,NA,0.000460460845245437,NA,NA,"worker larva","no","307658:0031ac"
"LOC105828459",NA,NA,0.0246317049472632,NA,NA,"nurse head","no","307658:0031ad"
"LOC105828460","nurse abdomen → larva","CG",0.0331443174960027,"nurse",0.0885202978034257,"nurse abdomen","yes","307658:0031ae"
"LOC105828460",NA,NA,0.0047411221330157,NA,NA,"nurse head","no","307658:0031ae"
"LOC105828461",NA,NA,0.0079239912250475,NA,NA,"worker larva","no","307658:004054"
"LOC105828462",NA,NA,0.0376166894959743,NA,NA,"worker larva","no","307658:0044f0"
"LOC105828463",NA,NA,2.91820253947524e-07,NA,NA,"worker larva","no",NA
"LOC105828465",NA,NA,8.93223286872853e-10,NA,NA,"worker larva","no","307658:00234b"
"LOC105828466",NA,NA,3.68855839831927e-08,NA,NA,"worker larva","no","307658:00234c"
"LOC105828469","nurse head → larva","CH",0.00957720305424131,"nurse",0.10075827238416,"nurse head","yes","307658:003cb8"
"LOC105828469","nurse head → larva","CH",0.00957720305424131,"nurse",0.10075827238416,"nurse head","yes","307658:0000ec"
"LOC105828469",NA,NA,9.92529599741742e-08,NA,NA,"worker larva","no","307658:003cb8"
"LOC105828469",NA,NA,9.92529599741742e-08,NA,NA,"worker larva","no","307658:0000ec"
"LOC105828470",NA,NA,0.0408431736925865,NA,NA,"worker larva","no","307658:003cb9"
"LOC105828471",NA,NA,3.02112761202436e-07,NA,NA,"worker larva","no","307658:004fc6"
"LOC105828472",NA,NA,0.025603641982757,NA,NA,"nurse head","no","307658:0020a9"
"LOC105828475",NA,NA,2.53768070786956e-06,NA,NA,"worker larva","no","307658:003ef4"
